id,title,subtitle,authors,isbn,publisherName,publicationYear,editionNumber,active,selectable,type,found,error
122075443,Γραμμική άλγεβρα για μηχανικούς,Mε εφαρμογές και δραστηριότητες σε MATLAB (Octave),"Φαμέλης Ιωάννης Θ., Ματιάδου Νίκη-Λίνα",9789605864446,ΕΚΔΟΣΕΙΣ ΚΡΙΤΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΠΙΣΤΗΜΟΝΙΚΩΝ ΛΟΓΟΤΕΧΝΙΚΩΝ ΚΑΙ ΚΑΛΛΙΤΕΧΝΙΚΩΝ ΕΚΔΟΣΕΩΝ,2023,1η έκδ.,True,True,Published,True,
122079692,Αντοχή Υλικών,,Βελαώρας Ιωάννης,9789604114191,ΜΑΡΙΑ ΠΑΡΙΚΟΥ & ΣΙΑ ΕΠΕ,2003,4η έκδ.,True,True,Published,True,
122079916,Γεωτεχνικές Κατασκεύες Ι,Ανάλυση των Αρχών Σχεδιασμού &amp; Κατασκευής,Κωστόπουλος Σπύρος Δ.,9604115634,ΜΑΡΙΑ ΠΑΡΙΚΟΥ & ΣΙΑ ΕΠΕ,2008,2η,True,True,Published,True,
122079920,Γεωτεχνικές Κατασκευές ΙΙ,Ανάλυση των αρχών σχεδιασμού &amp; κατασκευής,Κωστόπουλος Σπύρος Δ.,9789604116577,ΜΑΡΙΑ ΠΑΡΙΚΟΥ & ΣΙΑ ΕΠΕ,2008,1η έκδ.,True,True,Published,True,
122081533,Πειραματική Γεωτεχνική Μηχανική,,Κωστόπουλος Δ. Σπύρος,9789604115150,ΜΑΡΙΑ ΠΑΡΙΚΟΥ & ΣΙΑ ΕΠΕ,2005,1η έκδ.,True,True,Published,True,
122082148,Στοιχεία Οδοποιίας,,Κοφίτσας Ιωάννης Δ.,9789604111855,ΜΑΡΙΑ ΠΑΡΙΚΟΥ & ΣΙΑ ΕΠΕ,2009,2η έκδ.,True,True,Published,True,
122087848,"Αεροπορικές Μεταφορές και Αεροδρόμια, 2η έκδοση",,Προφυλλίδης Βασίλης,9789604911806,Α. ΠΑΠΑΣΩΤΗΡΙΟΥ & ΣΙΑ Ι.Κ.Ε.,2023,2η,True,True,Published,True,
122092020,Μοντέρνα Αρχιτεκτονική. Κριτική ιστορία,5η εμπλουτισμένη έκδοση,Kenneth Frampton,9789603104506,ΕΚΔΟΣΕΙΣ ΘΕΜΕΛΙΟ ΕΠΕ,2023,1η,True,True,Published,True,
122092694,"Δημόσιοι τόποι, αστικοί χώροι",Οι διαστάσεις του αστικού σχεδιασμού,"Carmona Matthew, Επιμ. Χριστοδούλου Χάρις",9789601226354,UNIVERSITY STUDIO PRESS - ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΙΑ ΓΡΑΦΙΚΩΝ ΤΕΧΝΩΝ ΚΑΙ ΕΚΔΟΣΕΩΝ,2024,1η ελληνική έκδ.,True,True,Published,True,
133024617,Πόλη και πολεοδομικές πρακτικές,Για τη βιώσιμη αστική ανάπτυξη,"Ανδρικοπούλου Ελένη, Γιαννακού Αθηνά, Καυκαλάς Γρηγόρης, Πιτσιάβα - Λατινοπούλου Μάγδα",9789605865047,ΕΚΔΟΣΕΙΣ ΚΡΙΤΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΠΙΣΤΗΜΟΝΙΚΩΝ ΛΟΓΟΤΕΧΝΙΚΩΝ ΚΑΙ ΚΑΛΛΙΤΕΧΝΙΚΩΝ ΕΚΔΟΣΕΩΝ,2024,3η έκδ.,True,True,Published,True,
133024718,Θέματα από την κυκλοφοριακή μηχανική,(Κυκλοφοριακή Τεχνική),Κοπελιάς Παντελής,9789605865122,ΕΚΔΟΣΕΙΣ ΚΡΙΤΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΠΙΣΤΗΜΟΝΙΚΩΝ ΛΟΓΟΤΕΧΝΙΚΩΝ ΚΑΙ ΚΑΛΛΙΤΕΧΝΙΚΩΝ ΕΚΔΟΣΕΩΝ,2025,1η έκδ.,True,True,Published,True,
133024765,"Εισαγωγή στην Υπολογιστική Ρευστοδυναμική, 2η Βελτιωμένη Έκδοση",Η Μέθοδος των Πεπερασμένων Όγκων,"Versteeg, Μalalasekera, Υάκινθος Κύρος (Επιστ. Επιμέλεια)",9786182210710,ΕΚΔΟΣΕΙΣ Α. ΤΖΙΟΛΑ & ΥΙΟΙ Α.Ε.,2024,2η Βελτιωμένη,True,True,Published,True,
133025683,Νέος οικοδομικός κανονισμός (Ν.4067/2012),Ερμηνεία κατ’ άρθρο – Αποφάσεις ΣτΕ και Διοικητικών Εφετείων – Εγκύκλιοι – Γνωμοδοτήσεις ΝΣΚ – Αποφάσεις ΔΑΟΚΑ – Αποφάσεις ΚΕΣΑ,Μέλισσας Κ. Δημήτρης,9789606488061,ΕΚΔΟΣΕΙΣ ΣΑΚΚΟΥΛΑ ΑΕ,2024,4η,True,True,Published,True,
133029958,"Τεχνική Γεωλογία, 1η Βελτιωμένη Έκδοση",,"Στουρνάρας Γεώργιος, Σταυροπούλου Μαρία",9786182211182,ΕΚΔΟΣΕΙΣ Α. ΤΖΙΟΛΑ & ΥΙΟΙ Α.Ε.,2024,1η Βελτιωμένη,True,True,Published,True,
133031346,Υδραυλική Kλειστών και Aνοικτών Aγωγών,,Πρίνος Παναγιώτης,9789604566259,Ζήτη Πελαγία & Σια Ι.Κ.Ε.,2024,2η έκδ.,True,True,Published,True,
133031395,"Γραμμικό Σχέδιο, Τόμος 1","Τόμος 1: θεωρία, σχεδιαστικές τεχνικές, εφαρμογές, ασκήσεις",Παυλίδης Ιορδάνης Θ.,9789604566181,Ζήτη Πελαγία & Σια Ι.Κ.Ε.,2024,3η έκδ.,True,True,Published,True,
133033478,"Περιβαλλοντική Υδρογεωλογία, 2η Έκδοση",Νερά και Περιβάλλον,Βουδούρης Κώστας,9786182211243,ΕΚΔΟΣΕΙΣ Α. ΤΖΙΟΛΑ & ΥΙΟΙ Α.Ε.,2025,2η,True,True,Published,True,
133033882,ΟΔΟΠΟΙΙΑ Ι - ΧΑΡΑΞΕΙΣ ΚΑΙ ΥΠΟΛΟΓΙΣΜΟΣ ΧΩΜΑΤΙΣΜΩΝ,ΘΕΩΡΙΑ ΚΑΙ ΠΡΑΚΤΙΚΗ,Αναστάσιος Κ. Αποστολέρης,9786188734302,ΑΠΟΣΤΟΛΕΡΗΣ ΚΑΙ ΣΙΑ Ο.Ε.,2024,3,True,True,Published,True,
133034298,"Αριθμητικές Μέθοδοι και Εφαρμογές για Μηχανικούς, 5η Έκδοση",Με παραδείγματα στο Matlab,"Σαρρής Ιωάννης, Καρακασίδης Θεόδωρος",9786182211335,ΕΚΔΟΣΕΙΣ Α. ΤΖΙΟΛΑ & ΥΙΟΙ Α.Ε.,2025,5η,True,True,Published,True,
143547568,ΝΑΥΤΙΛΙΑ ΚΑΙ ΠΕΡΙΒΑΛΛΟΝ – Βελτιώνοντας την Περιβαλλοντική Απόδοση στις Θαλάσσιες Μεταφορές,,"Lindgren , Selma Brynolf , Magda Wilewska-Bien , Karin Andersson, Μετάφραση - Επιμέλεια Βασίλειος - Στέλιος Τσελέντης",9789609732420,DAVINCI WORLDWIDE ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.,2020,2η,True,True,Published,True,
143547956,Διαχείριση έργου,Αρχές και τεχνικές,"Burke Rory (Συγγρ.) - Συρμακέσης Σπύρος, Αχίλλας Χαρίσιος, Σγώρα Αγγελική (Επιμ.)",9789605865214,ΕΚΔΟΣΕΙΣ ΚΡΙΤΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΠΙΣΤΗΜΟΝΙΚΩΝ ΛΟΓΟΤΕΧΝΙΚΩΝ ΚΑΙ ΚΑΛΛΙΤΕΧΝΙΚΩΝ ΕΚΔΟΣΕΩΝ,2025,2η έκδ.,True,True,Published,True,
143550123,Τετράδια Αρχιτεκτονικής Αποκατάστασης 2,,"Κλήμης Ασλανίδης, Νίκος Σκουτέλης, (επιμελητές)",9786185558116,ΕΤΑΙΡΕΙΑ ΑΞΙΟΠΟΙΗΣΗΣ ΚΑΙ ΔΙΑΧΕΙΡΙΣΗΣ ΤΗΣ ΠΕΡΙΟΥΣΙΑΣ ΤΟΥ ΠΟΛΥΤΕΧΝΕΙΟΥ ΚΡΗΤΗΣ,2025,1,True,True,Published,True,
143556547,"Δυναμική των Κατασκευών, 6η Εκδ.",Θεωρία και Εφαρμογές στη Σεισμική Μηχανική,Anil K. Chopra,9789605127695,Χ. ΓΚΙΟΥΡΔΑ & ΣΙΑ ΕΕ,2025,6η Έκδ.,True,True,Published,True,
143557280,ΔΟΜΙΚΑ ΥΛΙΚΑ,,ΑΘΑΝΑΣΙΟΣ ΤΡΙΑΝΤΑΦΥΛΛΟΥ,9786185560485,ΓΚΟΤΣΗΣ ΚΩΝ/ΝΟΣ & ΣΙΑ Ε.Ε.,2025,2,True,True,Published,True,
143567102,Αεροδρόμια-Ελικοδρόμια-Υδατοδρόμια,Καινοτόμες Τεχνολογίες,Πολυζάκης Απόστολος,9786185731052,ΕΚΔΟΣΕΙΣ ΤΣΟΤΡΑΣ ΑΘΑΝΑΣΙΟΣ Ε.Ε.,2023,1,True,True,Published,True,
